slice,variant,year,quarter,bucket,category,dollars
age,aggregate,1991,3,ageunder40,Other assets,674814000000
age,aggregate,1991,3,ageunder40,Other liabilities,18231000000
age,aggregate,1991,3,ageunder40,Private businesses,448406000000
age,aggregate,1991,3,ageunder40,Real estate,1566090000000
age,aggregate,1991,4,age40to54,Assets,8927557000000
age,aggregate,1991,4,age40to54,Consumer credit,280553000000
age,aggregate,1991,4,age40to54,Consumer durables,723588000000
age,aggregate,1991,4,age40to54,Corporate equities and mutual fund shares,849971000000
age,aggregate,1991,4,age40to54,DB pension entitlements,1476724000000
age,aggregate,1991,4,age40to54,DC pension entitlements,703268000000
age,aggregate,1991,4,age40to54,Home mortgages,1116443000000
age,aggregate,1991,4,age40to54,Liabilities,1472385000000
age,aggregate,1991,4,age40to54,Net worth,7455172000000
age,aggregate,1991,4,age40to54,Other assets,1476129000000
age,aggregate,1991,4,age40to54,Other liabilities,75389000000
age,aggregate,1991,4,age40to54,Private businesses,1136243000000
age,aggregate,1991,4,age40to54,Real estate,2561635000000
age,aggregate,1991,4,age55to69,Assets,9001220000000
age,aggregate,1991,4,age55to69,Consumer credit,120358000000
age,aggregate,1991,4,age55to69,Consumer durables,512891000000
age,aggregate,1991,4,age55to69,Corporate equities and mutual fund shares,1159124000000
age,aggregate,1991,4,age55to69,DB pension entitlements,1872813000000
age,aggregate,1991,4,age55to69,DC pension entitlements,412714000000
age,aggregate,1991,4,age55to69,Home mortgages,405671000000
age,aggregate,1991,4,age55to69,Liabilities,589744000000
age,aggregate,1991,4,age55to69,Net worth,8411475000000
age,aggregate,1991,4,age55to69,Other assets,1927258000000
age,aggregate,1991,4,age55to69,Other liabilities,63715000000
age,aggregate,1991,4,age55to69,Private businesses,1071206000000
age,aggregate,1991,4,age55to69,Real estate,2045213000000
age,aggregate,1991,4,age70plus,Assets,4670200000000
age,aggregate,1991,4,age70plus,Consumer credit,27564000000
age,aggregate,1991,4,age70plus,Consumer durables,236429000000
age,aggregate,1991,4,age70plus,Corporate equities and mutual fund shares,571653000000
age,aggregate,1991,4,age70plus,DB pension entitlements,567620000000
age,aggregate,1991,4,age70plus,DC pension entitlements,16702000000
age,aggregate,1991,4,age70plus,Home mortgages,42579000000
age,aggregate,1991,4,age70plus,Liabilities,95456000000
age,aggregate,1991,4,age70plus,Net worth,4574744000000
age,aggregate,1991,4,age70plus,Other assets,1719945000000
age,aggregate,1991,4,age70plus,Other liabilities,25313000000
age,aggregate,1991,4,age70plus,Private businesses,408913000000
age,aggregate,1991,4,age70plus,Real estate,1148938000000
age,aggregate,1991,4,ageunder40,Assets,4021799000000
age,aggregate,1991,4,ageunder40,Consumer credit,387106000000
age,aggregate,1991,4,ageunder40,Consumer durables,644539000000
age,aggregate,1991,4,ageunder40,Corporate equities and mutual fund shares,276615000000
age,aggregate,1991,4,ageunder40,DB pension entitlements,226976000000
age,aggregate,1991,4,ageunder40,DC pension entitlements,183674000000
age,aggregate,1991,4,ageunder40,Home mortgages,1103187000000
age,aggregate,1991,4,ageunder40,Liabilities,1509643000000
age,aggregate,1991,4,ageunder40,Net worth,2512156000000
age,aggregate,1991,4,ageunder40,Other assets,680064000000
age,aggregate,1991,4,ageunder40,Other liabilities,19350000000
age,aggregate,1991,4,ageunder40,Private businesses,435132000000
age,aggregate,1991,4,ageunder40,Real estate,1574799000000
age,aggregate,1992,1,age40to54,Assets,8995127000000
age,aggregate,1992,1,age40to54,Consumer credit,271867000000
age,aggregate,1992,1,age40to54,Consumer durables,725390000000
age,aggregate,1992,1,age40to54,Corporate equities and mutual fund shares,846313000000
age,aggregate,1992,1,age40to54,DB pension entitlements,1533894000000
age,aggregate,1992,1,age40to54,DC pension entitlements,713990000000
age,aggregate,1992,1,age40to54,Home mortgages,1149646000000
age,aggregate,1992,1,age40to54,Liabilities,1497536000000
age,aggregate,1992,1,age40to54,Net worth,7497591000000
age,aggregate,1992,1,age40to54,Other assets,1473057000000
age,aggregate,1992,1,age40to54,Other liabilities,76023000000
age,aggregate,1992,1,age40to54,Private businesses,1136423000000
age,aggregate,1992,1,age40to54,Real estate,2566061000000
age,aggregate,1992,1,age55to69,Assets,8996080000000
age,aggregate,1992,1,age55to69,Consumer credit,116646000000
age,aggregate,1992,1,age55to69,Consumer durables,511062000000
age,aggregate,1992,1,age55to69,Corporate equities and mutual fund shares,1150300000000
age,aggregate,1992,1,age55to69,DB pension entitlements,1900653000000
age,aggregate,1992,1,age55to69,DC pension entitlements,409681000000
age,aggregate,1992,1,age55to69,Home mortgages,411019000000
age,aggregate,1992,1,age55to69,Liabilities,590276000000
age,aggregate,1992,1,age55to69,Net worth,8405805000000
age,aggregate,1992,1,age55to69,Other assets,1891424000000
age,aggregate,1992,1,age55to69,Other liabilities,62611000000
age,aggregate,1992,1,age55to69,Private businesses,1066483000000
age,aggregate,1992,1,age55to69,Real estate,2066477000000
age,aggregate,1992,1,age70plus,Assets,4674126000000
age,aggregate,1992,1,age70plus,Consumer credit,25065000000
age,aggregate,1992,1,age70plus,Consumer durables,244619000000
age,aggregate,1992,1,age70plus,Corporate equities and mutual fund shares,538995000000
age,aggregate,1992,1,age70plus,DB pension entitlements,583220000000
age,aggregate,1992,1,age70plus,DC pension entitlements,13783000000
age,aggregate,1992,1,age70plus,Home mortgages,51521000000
age,aggregate,1992,1,age70plus,Liabilities,100032000000
age,aggregate,1992,1,age70plus,Net worth,4574093000000
age,aggregate,1992,1,age70plus,Other assets,1701867000000
age,aggregate,1992,1,age70plus,Other liabilities,23446000000
age,aggregate,1992,1,age70plus,Private businesses,410441000000
age,aggregate,1992,1,age70plus,Real estate,1181200000000
age,aggregate,1992,1,ageunder40,Assets,3985480000000
age,aggregate,1992,1,ageunder40,Consumer credit,379774000000
age,aggregate,1992,1,ageunder40,Consumer durables,651133000000
age,aggregate,1992,1,ageunder40,Corporate equities and mutual fund shares,268078000000
age,aggregate,1992,1,ageunder40,DB pension entitlements,230009000000
age,aggregate,1992,1,ageunder40,DC pension entitlements,183974000000
age,aggregate,1992,1,ageunder40,Home mortgages,1096091000000
age,aggregate,1992,1,ageunder40,Liabilities,1495184000000
age,aggregate,1992,1,ageunder40,Net worth,2490296000000
age,aggregate,1992,1,ageunder40,Other assets,647720000000
age,aggregate,1992,1,ageunder40,Other liabilities,19319000000
age,aggregate,1992,1,ageunder40,Private businesses,423758000000
age,aggregate,1992,1,ageunder40,Real estate,1580808000000
age,aggregate,1992,2,age40to54,Assets,9101799000000
age,aggregate,1992,2,age40to54,Consumer credit,269847000000
age,aggregate,1992,2,age40to54,Consumer durables,730025000000
age,aggregate,1992,2,age40to54,Corporate equities and mutual fund shares,856273000000
age,aggregate,1992,2,age40to54,DB pension entitlements,1589506000000
age,aggregate,1992,2,age40to54,DC pension entitlements,734687000000
age,aggregate,1992,2,age40to54,Home mortgages,1179310000000
age,aggregate,1992,2,age40to54,Liabilities,1526757000000
age,aggregate,1992,2,age40to54,Net worth,7575043000000
age,aggregate,1992,2,age40to54,Other assets,1478657000000
age,aggregate,1992,2,age40to54,Other liabilities,77600000000
age,aggregate,1992,2,age40to54,Private businesses,1138331000000
age,aggregate,1992,2,age40to54,Real estate,2574321000000
age,aggregate,1992,2,age55to69,Assets,9016185000000
age,aggregate,1992,2,age55to69,Consumer credit,117863000000
age,aggregate,1992,2,age55to69,Consumer durables,512142000000
age,aggregate,1992,2,age55to69,Corporate equities and mutual fund shares,1164715000000
age,aggregate,1992,2,age55to69,DB pension entitlements,1927883000000
age,aggregate,1992,2,age55to69,DC pension entitlements,415822000000
age,aggregate,1992,2,age55to69,Home mortgages,415180000000
age,aggregate,1992,2,age55to69,Liabilities,599755000000
age,aggregate,1992,2,age55to69,Net worth,8416430000000
age,aggregate,1992,2,age55to69,Other assets,1847308000000
age,aggregate,1992,2,age55to69,Other liabilities,66712000000
age,aggregate,1992,2,age55to69,Private businesses,1064515000000
age,aggregate,1992,2,age55to69,Real estate,2083799000000
age,aggregate,1992,2,age70plus,Assets,4713522000000
age,aggregate,1992,2,age70plus,Consumer credit,24164000000
age,aggregate,1992,2,age70plus,Consumer durables,254102000000
age,aggregate,1992,2,age70plus,Corporate equities and mutual fund shares,524167000000
age,aggregate,1992,2,age70plus,DB pension entitlements,604165000000
age,aggregate,1992,2,age70plus,DC pension entitlements,12221000000
age,aggregate,1992,2,age70plus,Home mortgages,57837000000
age,aggregate,1992,2,age70plus,Liabilities,106484000000
age,aggregate,1992,2,age70plus,Net worth,4607038000000
age,aggregate,1992,2,age70plus,Other assets,1697082000000
age,aggregate,1992,2,age70plus,Other liabilities,24483000000
age,aggregate,1992,2,age70plus,Private businesses,414160000000
age,aggregate,1992,2,age70plus,Real estate,1207624000000
age,aggregate,1992,2,ageunder40,Assets,3981202000000
age,aggregate,1992,2,ageunder40,Consumer credit,380457000000
age,aggregate,1992,2,ageunder40,Consumer durables,656951000000
age,aggregate,1992,2,ageunder40,Corporate equities and mutual fund shares,265689000000
age,aggregate,1992,2,ageunder40,DB pension entitlements,232980000000
age,aggregate,1992,2,ageunder40,DC pension entitlements,186836000000
age,aggregate,1992,2,ageunder40,Home mortgages,1088917000000
age,aggregate,1992,2,ageunder40,Liabilities,1489448000000
age,aggregate,1992,2,ageunder40,Net worth,2491754000000
age,aggregate,1992,2,ageunder40,Other assets,642595000000
age,aggregate,1992,2,ageunder40,Other liabilities,20074000000
age,aggregate,1992,2,ageunder40,Private businesses,413840000000
age,aggregate,1992,2,ageunder40,Real estate,1582310000000
age,aggregate,1992,3,age40to54,Assets,9327997000000
age,aggregate,1992,3,age40to54,Consumer credit,270429000000
age,aggregate,1992,3,age40to54,Consumer durables,744103000000
age,aggregate,1992,3,age40to54,Corporate equities and mutual fund shares,893691000000
age,aggregate,1992,3,age40to54,DB pension entitlements,1646127000000
age,aggregate,1992,3,age40to54,DC pension entitlements,763214000000
age,aggregate,1992,3,age40to54,Home mortgages,1212561000000
age,aggregate,1992,3,age40to54,Liabilities,1561366000000
age,aggregate,1992,3,age40to54,Net worth,7766630000000
age,aggregate,1992,3,age40to54,Other assets,1504294000000
age,aggregate,1992,3,age40to54,Other liabilities,78376000000
age,aggregate,1992,3,age40to54,Private businesses,1143211000000
age,aggregate,1992,3,age40to54,Real estate,2633357000000
age,aggregate,1992,3,age55to69,Assets,9137143000000
age,aggregate,1992,3,age55to69,Consumer credit,122201000000
age,aggregate,1992,3,age55to69,Consumer durables,520978000000
age,aggregate,1992,3,age55to69,Corporate equities and mutual fund shares,1226681000000
age,aggregate,1992,3,age55to69,DB pension entitlements,1953635000000
age,aggregate,1992,3,age55to69,DC pension entitlements,428085000000
age,aggregate,1992,3,age55to69,Home mortgages,426185000000
age,aggregate,1992,3,age55to69,Liabilities,615789000000
age,aggregate,1992,3,age55to69,Net worth,8521354000000
age,aggregate,1992,3,age55to69,Other assets,1832427000000
age,aggregate,1992,3,age55to69,Other liabilities,67403000000
age,aggregate,1992,3,age55to69,Private businesses,1068484000000
age,aggregate,1992,3,age55to69,Real estate,2106853000000
age,aggregate,1992,3,age70plus,Assets,4781142000000
age,aggregate,1992,3,age70plus,Consumer credit,23509000000
age,aggregate,1992,3,age70plus,Consumer durables,258597000000
age,aggregate,1992,3,age70plus,Corporate equities and mutual fund shares,546408000000
age,aggregate,1992,3,age70plus,DB pension entitlements,624916000000
age,aggregate,1992,3,age70plus,DC pension entitlements,11887000000
age,aggregate,1992,3,age70plus,Home mortgages,58237000000
age,aggregate,1992,3,age70plus,Liabilities,105529000000
age,aggregate,1992,3,age70plus,Net worth,4675613000000
age,aggregate,1992,3,age70plus,Other assets,1705388000000
age,aggregate,1992,3,age70plus,Other liabilities,23783000000
age,aggregate,1992,3,age70plus,Private businesses,422506000000
age,aggregate,1992,3,age70plus,Real estate,1211441000000
age,aggregate,1992,3,ageunder40,Assets,4012478000000
age,aggregate,1992,3,ageunder40,Consumer credit,385794000000
age,aggregate,1992,3,ageunder40,Consumer durables,648046000000
age,aggregate,1992,3,ageunder40,Corporate equities and mutual fund shares,275797000000
age,aggregate,1992,3,ageunder40,DB pension entitlements,235803000000
age,aggregate,1992,3,ageunder40,DC pension entitlements,191956000000
age,aggregate,1992,3,ageunder40,Home mortgages,1098896000000
age,aggregate,1992,3,ageunder40,Liabilities,1504540000000
age,aggregate,1992,3,ageunder40,Net worth,2507937000000
age,aggregate,1992,3,ageunder40,Other assets,641358000000
age,aggregate,1992,3,ageunder40,Other liabilities,19850000000
age,aggregate,1992,3,ageunder40,Private businesses,407180000000
age,aggregate,1992,3,ageunder40,Real estate,1612337000000
age,aggregate,1992,4,age40to54,Assets,9599010000000
age,aggregate,1992,4,age40to54,Consumer credit,282331000000
age,aggregate,1992,4,age40to54,Consumer durables,752399000000
age,aggregate,1992,4,age40to54,Corporate equities and mutual fund shares,998390000000
age,aggregate,1992,4,age40to54,DB pension entitlements,1677782000000
age,aggregate,1992,4,age40to54,DC pension entitlements,785246000000
age,aggregate,1992,4,age40to54,Home mortgages,1241617000000
age,aggregate,1992,4,age40to54,Liabilities,1602780000000
age,aggregate,1992,4,age40to54,Net worth,7996230000000
age,aggregate,1992,4,age40to54,Other assets,1528896000000
age,aggregate,1992,4,age40to54,Other liabilities,78832000000
age,aggregate,1992,4,age40to54,Private businesses,1158303000000
age,aggregate,1992,4,age40to54,Real estate,2697995000000
age,aggregate,1992,4,age55to69,Assets,9342804000000
age,aggregate,1992,4,age55to69,Consumer credit,122358000000
age,aggregate,1992,4,age55to69,Consumer durables,527309000000
age,aggregate,1992,4,age55to69,Corporate equities and mutual fund shares,1352043000000
age,aggregate,1992,4,age55to69,DB pension entitlements,2003636000000
age,aggregate,1992,4,age55to69,DC pension entitlements,445958000000
age,aggregate,1992,4,age55to69,Home mortgages,432227000000
age,aggregate,1992,4,age55to69,Liabilities,623828000000
age,aggregate,1992,4,age55to69,Net worth,8718976000000
age,aggregate,1992,4,age55to69,Other assets,1838078000000
age,aggregate,1992,4,age55to69,Other liabilities,69243000000
age,aggregate,1992,4,age55to69,Private businesses,1059330000000
age,aggregate,1992,4,age55to69,Real estate,2116450000000
age,aggregate,1992,4,age70plus,Assets,4921796000000
age,aggregate,1992,4,age70plus,Consumer credit,23429000000
age,aggregate,1992,4,age70plus,Consumer durables,262917000000
age,aggregate,1992,4,age70plus,Corporate equities and mutual fund shares,658918000000
age,aggregate,1992,4,age70plus,DB pension entitlements,643215000000
age,aggregate,1992,4,age70plus,DC pension entitlements,13884000000
age,aggregate,1992,4,age70plus,Home mortgages,62124000000
age,aggregate,1992,4,age70plus,Liabilities,108613000000
age,aggregate,1992,4,age70plus,Net worth,4813183000000
age,aggregate,1992,4,age70plus,Other assets,1703689000000
age,aggregate,1992,4,age70plus,Other liabilities,23060000000
age,aggregate,1992,4,age70plus,Private businesses,421365000000
age,aggregate,1992,4,age70plus,Real estate,1217808000000
age,aggregate,1992,4,ageunder40,Assets,4066263000000
age,aggregate,1992,4,ageunder40,Consumer credit,396651000000
age,aggregate,1992,4,ageunder40,Consumer durables,650844000000
age,aggregate,1992,4,ageunder40,Corporate equities and mutual fund shares,302993000000
age,aggregate,1992,4,ageunder40,DB pension entitlements,247585000000
age,aggregate,1992,4,ageunder40,DC pension entitlements,203461000000
age,aggregate,1992,4,ageunder40,Home mortgages,1104934000000
